SRIDU;1kmCountBIXIstops;500mCountBIXIstops;1kmCountBIXIcapacity;500mCountBIXIcapacity;1kmCountAMTstops;500mCountAMTstops;1kmCountAMTcountStopTimes;500mCountAMTcountStopTimes;1kmCountSTMstops;500mCountSTMstops;1kmCountSTMcountStopTimes;500mCountSTMcountStopTimes;1kmCountSTMcountStopTimesSemaine;500mCountSTMcountStopTimesSemaine;1kmCountSTMcountStopTimesSamedi;500mCountSTMcountStopTimesSamedi;1kmCountSTMcountStopTimesDimanche;500mCountSTMcountStopTimesDimanche;age;permis;pop;hommes;femmes;statut_1;statut_2;statut_3;statut_4;statut_5;statut_6;statut_7;statut_8
4620175.00;35.0;9.8;659.1;212.0;0.0;0.0;0.0;0.0;115.6;23.3;62049.6;11586.3;16063.1;2958.7;12011.5;2189.1;11041.3;2078.4;34.3;0.115;2606.180000000001;1479.35;1126.8299999999995;1651.2899999999995;25.36;550.65;111.14;45.75;122.03;99.96000000000001;0
4620112.01;2.5;0.6;40.7;13.8;0.0;0.0;0.0;0.0;106.1;26.6;54596.1;12896.8;13090.7;2987.5;10862.3;2615.2;10042.4;2429.6;35.9;0.425;3284.0600000000013;1431.8199999999997;1852.2399999999998;1039.3599999999997;283.96;841.1099999999999;435.53000000000003;157.23;159.93;366.94000000000005;0
4620168.00;24.6;7.0;416.2;133.4;0.0;0.0;0.0;0.0;100.4;25.6;73061.0;17380.7;19624.0;4856.6;14752.6;3478.6;12671.3;2953.1;30.1;0.17;1927.74;1012.8;914.9400000000002;820.42;137.88;655.0899999999999;129.73000000000002;19.07;165.54999999999998;0;0
4620014.01;9.7;2.3;212.0;55.9;0.0;0.0;0.0;0.0;93.8;25.6;50822.4;13162.2;12062.5;3164.5;10130.5;2605.4;9078.4;2373.2;41.1;0.306;5436.960000000003;2819.450000000001;2617.51;2189.18;186.74;920.91;1219.23;197.24;247.08;476.58000000000004;0
4620116.00;7.1;1.9;122.4;24.6;0.0;0.0;0.0;0.0;102.0;23.7;81265.6;17080.7;20344.7;4220.6;16190.6;3394.1;14267.5;2988.1;36.7;0.322;7528.920000000002;3458.4500000000007;4070.4700000000007;2742.929999999999;459.81000000000006;1986.5700000000002;1059.4400000000003;393.68;363.59000000000003;522.9;0
4620209.00;25.5;6.2;385.7;90.4;0.0;0.0;0.0;0.0;118.6;27.8;61060.9;15530.9;15131.2;3878.7;12326.3;3132.1;11056.8;2787.1;42.2;0.312;5116.020000000003;2560.89;2555.1299999999997;2269.5500000000006;183.07;885.9900000000002;1155.5499999999997;158.10000000000002;177.55;286.21000000000004;0
4620287.01;0.0;0.0;0.0;0.0;0.4;0.2;44.4;17.7;71.1;27.9;45161.0;18423.8;11539.0;4702.4;9040.4;3677.5;7724.2;3132.5;35.3;0.289;5862.559999999999;2981.52;2881.04;2173.9500000000003;414.20000000000005;1528.1699999999998;721.6899999999998;272.34;396.2299999999999;355.97999999999996;0
4620243.00;18.2;4.6;258.1;51.2;0.0;0.0;0.0;0.0;132.1;25.9;58254.8;11483.2;13405.2;2720.7;11598.1;2243.1;10759.4;2101.4;37.4;0.29;4470.6;2159.7999999999997;2310.8;1443.26;276.14;851.7600000000001;886.9700000000001;209.29000000000002;453.1599999999999;350.02;0
4620104.00;9.1;3.2;110.7;41.3;0.1;0.0;8.3;0.0;108.2;28.6;79942.1;21158.8;20505.2;5444.7;16178.8;4265.2;13469.9;3515.8;38.3;0.185;3971.12;1838.7399999999996;2132.38;1546.0600000000006;472.5299999999999;947.8699999999998;533.7;22.55;245.45999999999998;202.95;0
4620035.00;27.4;8.6;453.9;141.0;0.0;0.0;0.0;0.0;130.9;38.7;81294.7;27014.3;19836.9;6647.7;16197.4;5402.2;14709.4;4862.6;39.9;0.256;1547.5399999999995;805.3299999999999;742.2099999999999;741.85;127.9;312.26;235.36;34.29;23.96;71.92;0
4620021.00;7.6;1.7;137.1;15.0;0.0;0.0;0.0;0.0;77.3;24.8;38956.6;13231.7;8896.3;3021.3;7832.8;2658.1;6970.7;2358.1;32.8;0.404;3414.419999999999;1802.2400000000005;1612.1799999999998;1205.7600000000002;50.46;943.0200000000002;353.18999999999994;365.4;74.44;422.1499999999999;0
4620383.01;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.6;14.5;26032.0;8956.8;6863.1;2369.2;4954.6;1690.4;4708.1;1632.4;40.4;0.161;3171.020000000002;1374.9400000000003;1796.0799999999997;1069.77;184.64999999999998;926.72;634.5599999999998;69.32;139.17;146.82999999999998;0
4620186.00;12.3;3.5;222.5;57.1;0.0;0.0;0.0;0.0;97.1;29.5;63998.8;17156.6;15752.9;4197.8;12510.3;3331.6;11054.8;3007.1;38.4;0.343;3347.709999999998;1587.0799999999997;1760.6299999999997;1441.5099999999998;211.43;601.06;640.14;180.11;92.1;181.36;0
4620033.00;21.5;5.7;354.9;80.2;0.0;0.0;0.0;0.0;115.1;33.1;71384.1;24535.4;17067.3;5878.7;14284.7;4894.0;13060.5;4499.7;32.9;0.428;2410.35;1341.86;1068.4900000000002;1130.94;139.67;583.9;197.87;165.16;87.86;104.95;0
4620170.00;30.8;9.2;530.2;162.3;0.0;0.0;0.0;0.0;113.3;26.5;78514.7;16287.4;21001.2;4658.4;15938.7;3332.8;13606.9;2713.1;36.3;0.32;1839.89;951.5700000000002;888.3199999999999;871.33;192.03000000000003;440.71;210.82000000000002;23.65;87.15;14.2;0
4620257.00;0.1;0.0;1.8;0.0;0.0;0.0;0.0;0.0;54.6;14.1;39920.0;10964.4;11324.6;3209.8;7440.0;2020.6;6306.1;1671.9;36.6;0.342;3596.9999999999986;1582.24;2014.7600000000004;1017.2299999999999;130.01999999999998;947.96;585.0900000000001;225.70999999999998;269.77;421.22;0
4620172.00;40.8;9.7;752.2;162.3;0.0;0.0;0.0;0.0;122.7;30.8;75911.3;17449.5;19462.6;4635.3;15493.5;3532.0;13427.0;3042.7;33.2;0.228;1633.9199999999998;1014.0100000000001;619.9099999999999;1038.6799999999998;48.21;357.6;50.38;78.97;27.02;33.06;0
4620265.00;5.6;1.6;66.5;20.3;0.9;0.3;6.9;2.4;110.5;28.5;56141.0;13468.9;16035.8;3798.4;10810.9;2607.4;9386.5;2278.2;35.8;0.186;5062.61;2568.749999999999;2493.86;2139.56;231.59999999999997;1209.18;712.58;108.07000000000001;399.0099999999999;262.60999999999996;0
4620124.00;5.3;1.5;106.9;28.7;0.8;0.2;98.0;25.8;70.7;17.5;46107.3;10580.5;11625.4;2705.2;9064.9;2068.6;8350.7;1929.6;31.2;0.218;5756.8700000000035;3123.15;2633.72;1969.3099999999997;473.68999999999994;1596.7500000000007;371.8499999999999;212.36;530.6200000000001;602.2899999999998;0
4620239.00;17.7;4.0;241.5;58.0;0.0;0.0;0.0;0.0;123.9;31.2;52208.9;11260.0;13633.3;2932.0;10226.5;2161.4;9013.4;1921.8;35.0;0.267;5297.200000000004;2594.079999999999;2703.120000000001;2135.1499999999987;566.3100000000002;1342.0299999999997;624.0999999999999;151.08;247.57999999999998;230.95;0
4620283.01;0.0;0.0;0.0;0.0;1.3;0.3;114.9;30.3;63.2;11.3;32457.9;7307.4;8246.2;1842.4;6552.0;1489.1;5771.6;1303.1;43.4;0.286;2696.4900000000007;1359.19;1337.3000000000004;831.1800000000002;105.95;502.47;762.5900000000001;97.93;198.59999999999997;197.76999999999998;0
4620099.00;4.5;1.5;56.6;20.6;0.2;0.0;17.6;0.0;95.4;25.3;75015.5;19399.8;18889.0;4856.3;15325.8;3967.1;13142.4;3413.4;49.4;0.267;4787.41;1990.8;2796.6099999999997;1584.9799999999993;233.95;650.6300000000001;1807.4599999999998;63.879999999999995;250.03999999999996;149.49;46.98
4620025.00;11.0;2.7;187.6;39.4;0.0;0.0;0.0;0.0;99.4;34.4;52298.3;17728.4;11998.6;4052.6;10469.4;3568.3;9359.8;3164.1;35.6;0.266;3397.420000000001;1438.2199999999998;1959.2000000000005;1290.5399999999997;116.61999999999999;1052.1399999999999;357.62;74.03;162.98000000000002;343.48999999999995;0
4620028.00;11.4;3.3;183.5;69.9;0.0;0.0;0.0;0.0;100.8;24.1;55235.4;11136.7;12550.3;2503.5;11066.0;2226.5;10215.4;2096.1;32.3;0.342;2631.179999999999;1380.4599999999998;1250.7200000000003;1207.71;44.79;638.4700000000001;315.72999999999996;44.6;239.09000000000003;140.79;0
4620094.01;3.7;1.1;40.2;11.4;0.6;0.4;51.0;28.1;74.2;18.1;61159.8;19008.1;15041.0;4712.5;12638.5;3921.4;10618.9;3299.3;37.9;0.305;5772.429999999996;2637.960000000001;3134.4699999999984;2546.1700000000005;157.32;1100.3199999999997;1072.4900000000002;184.95000000000002;405.62;305.56000000000006;0
4620036.00;29.8;9.0;499.6;140.7;0.0;0.0;0.0;0.0;136.3;32.8;85744.7;20698.5;20992.5;5309.8;17060.1;4127.5;15464.3;3630.8;33.5;0.169;1791.5499999999997;1102.94;688.6100000000001;1053.86;111.64000000000001;238.48999999999998;72.78999999999999;131.98000000000002;73.16;109.63;0
4620183.00;16.1;5.4;289.6;97.1;0.0;0.0;0.0;0.0;97.4;24.7;58839.7;15920.7;15046.3;3861.2;11483.4;3113.1;10212.8;2719.6;40.0;0.317;1326.67;557.46;769.2099999999998;655.0000000000001;0;309.62000000000006;220.20000000000005;113.64;28.21;0;0
4620145.00;40.0;5.0;726.0;115.0;0.0;0.0;0.0;0.0;139.0;34.0;69153.0;17649.0;18015.0;5193.0;13666.0;3387.0;12063.0;2858.0;29.0;0.0;72.46000000000001;37.81;34.65;37.81;34.65;0;0;0;0;0;0
4620023.00;7.1;1.8;117.2;46.4;0.0;0.0;0.0;0.0;60.8;21.1;29406.8;8281.5;6514.5;1834.7;5929.7;1671.1;5556.8;1571.2;36.5;0.256;1482.0699999999997;651.3100000000001;830.76;644.2900000000002;24.64;414.87;171.52;0;74.44;152.31;0
4620095.00;5.3;1.3;66.7;21.4;1.0;1.0;80.0;78.3;100.7;34.8;76548.4;30434.0;19113.9;7620.5;15519.6;6220.0;13046.4;5123.9;39.2;0.36;1219.7699999999998;590.5700000000002;629.1999999999999;494.71999999999997;98.12;337.79;141.07;50.85;0;97.22;0
4620252.00;5.7;1.2;86.3;15.9;0.0;0.0;0.0;0.0;123.2;31.3;93130.2;30180.1;23420.7;7582.9;18643.9;6071.3;15918.6;5141.5;36.5;0.363;4953.910000000005;2316.8799999999997;2637.03;1419.8700000000008;273.35999999999996;1368.1;858.7900000000004;130.97;332.59;570.23;0
4620135.00;46.1;11.9;830.8;178.4;0.0;0.0;0.0;0.0;129.9;23.7;84027.2;13412.2;21156.3;3245.9;17257.1;2918.1;14936.7;2403.1;39.1;0.228;1496.4100000000003;1010.6800000000002;485.72999999999996;828.1200000000001;137.37;236.64000000000001;174.89000000000001;21.66;29.28;68.44999999999999;0
4620224.00;3.4;0.4;46.3;5.9;0.6;0.1;14.9;1.8;82.7;19.7;51153.4;16556.2;13355.3;4517.4;10061.0;3158.4;8812.0;2792.7;37.7;0.382;5382.570000000002;2533.7899999999995;2848.7800000000007;1751.7400000000007;91.58;1419.5899999999997;912.07;255.4;377.00999999999993;575.18;0
4620160.00;45.1;11.7;808.0;220.2;0.0;0.0;0.0;0.0;122.4;42.9;77147.6;29405.1;19198.6;7419.5;15935.4;5956.0;13808.7;5268.8;36.2;0.339;1761.03;786.2899999999998;974.7399999999998;1004.43;24.06;337.26;213.26000000000002;17.07;27.02;137.93;0
4620217.00;28.9;9.0;472.1;148.8;0.0;0.0;1.1;0.0;120.3;26.8;78550.4;22084.4;20040.6;5787.3;16204.1;4762.5;14010.9;3844.9;35.0;0.235;3193.3099999999986;1794.5900000000001;1398.7199999999998;1598.4899999999998;141.78;551.3;427.5999999999999;74.88;277.33000000000004;121.92999999999999;0
4620111.00;1.8;0.2;25.9;3.4;0.0;0.0;0.0;0.0;95.1;28.9;52465.2;16123.6;13159.5;4122.9;10317.4;3135.9;9423.6;2859.0;35.8;0.229;6636.350000000002;3223.829999999999;3412.5200000000004;2472.06;521.59;1744.7100000000005;825.0600000000002;195.06;491.35999999999996;386.51;0
4620381.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;65.2;23.0;33860.0;8936.4;8905.8;2413.9;6607.7;1758.5;5990.7;1527.3;40.5;0.247;7828.190000000005;3638.73;4189.460000000004;2800.1800000000007;315.81;1882.6100000000001;1699.0299999999988;113.77000000000001;468.05999999999995;548.73;0
4620380.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;73.3;17.5;46143.8;10092.8;12001.4;2643.3;9073.6;1974.1;8211.4;1787.6;44.2;0.215;4619.520000000002;1884.4600000000005;2735.0600000000004;1404.1900000000005;135.6;1367.0499999999997;1210.1799999999992;80.82;160.75000000000003;260.93;0
4620085.00;7.0;1.1;118.1;16.3;0.0;0.0;0.0;0.0;89.0;18.7;37426.5;6375.6;8194.3;1462.1;7450.4;1219.3;7260.6;1231.4;35.2;0.404;1110.9599999999998;521.53;589.43;472.75;21.47;196.88000000000002;129.39;118.85;125.04999999999998;15.04;31.53
4620233.00;25.6;8.0;363.0;116.4;0.0;0.0;0.4;0.0;112.5;31.2;55817.2;14973.9;13092.9;3370.7;11769.7;3155.3;10137.4;2816.0;36.0;0.225;1529.2600000000007;743.9799999999999;785.2799999999997;968.9399999999998;61.269999999999996;268.46;93.22;79.86;20.6;36.91;0
4620354.00;3.4;0.3;34.9;0.7;0.0;0.0;3.2;0.0;71.4;16.7;48574.4;9424.9;12171.7;2185.1;9778.5;1912.3;8385.5;1751.9;47.9;0.097;1725.9299999999996;731.3199999999999;994.6100000000002;839.7100000000002;35.04;407.21000000000004;243.97000000000003;19.3;51.379999999999995;129.32;0
4620353.00;4.9;1.3;48.3;14.6;0.6;0.0;51.3;1.5;87.7;18.6;65806.2;16052.8;16624.6;4296.0;13288.7;3219.7;11111.2;2649.6;39.4;0.091;5116.820000000001;2462.0200000000004;2654.7999999999993;1863.0899999999997;391.19;1662.6699999999994;758.6000000000001;89.06;155.62;196.59000000000003;0
4620197.00;3.3;1.2;65.5;25.5;0.0;0.0;0.0;0.0;96.7;22.5;73595.6;15611.7;18438.3;3859.1;15184.0;3246.5;12916.7;2775.2;44.0;0.288;3155.8;1558.2500000000002;1597.55;1212.1899999999998;131.75;448.45;851.7599999999998;174.61;160.13;176.91;0
4620226.00;11.1;4.7;154.5;60.7;0.0;0.0;0.0;0.0;119.3;33.9;55807.7;16088.3;15717.6;4779.7;11035.9;3214.7;9162.6;2545.8;39.2;0.246;3166.44;1489.2099999999996;1677.2299999999996;1666.4599999999994;127.72;492.30000000000007;569.33;68.42999999999999;162.96;79.24;0
4620235.00;22.5;7.3;308.7;106.7;0.0;0.0;0.0;0.0;112.9;30.6;51518.1;13111.4;12600.7;3273.2;10734.3;2703.5;9100.2;2258.4;34.2;0.179;1799.7199999999996;1021.5500000000002;778.1699999999998;1047.62;117.25;286.39;69.68;0;119.41999999999999;159.35999999999999;0
4620271.00;5.3;1.4;62.8;10.8;0.6;0.0;4.5;0.0;96.8;25.0;61672.4;15165.2;17660.8;4324.2;11577.9;2803.8;10236.3;2520.5;41.0;0.207;3396.7;1649.9600000000003;1746.7400000000005;1467.8600000000001;114.05000000000001;557.8800000000001;769.58;154.97;143.79;188.57;0
4620026.00;12.9;3.3;232.6;58.7;0.0;0.0;0.0;0.0;119.6;30.8;65951.8;16810.1;15195.8;3853.8;13192.6;3374.6;11778.7;2974.3;41.7;0.449;2078.860000000001;1033.9899999999998;1044.8700000000001;993.7599999999998;247.74000000000004;276.59;362.19999999999993;23.0;0;175.57;0
4620106.00;7.9;3.4;105.4;44.3;0.1;0.0;10.9;0.0;116.5;36.9;75950.4;24463.2;19195.7;6221.5;15340.9;4917.6;12932.8;4076.1;38.8;0.219;2082.4899999999993;1061.9700000000005;1020.5200000000001;902.1700000000002;128.17;223.45000000000002;408.64000000000004;132.32999999999998;192.56;95.17;0
4620385.00;1.4;0.0;24.0;0.0;0.0;0.0;0.0;0.0;102.7;24.9;63592.7;15350.0;16052.6;3897.6;12673.6;3086.1;11143.2;2574.0;65.8;0.203;1440.7699999999998;581.1;859.67;268.16;155.26;124.91000000000001;892.4399999999998;0;0;0;0
4620100.00;2.3;0.3;31.3;4.0;0.2;0.0;13.9;0.0;99.1;23.6;72630.9;15281.9;18265.1;3799.7;14800.9;3105.3;12830.4;2737.2;36.3;0.23;7219.109999999999;3557.040000000001;3662.070000000001;2870.5700000000006;451.13999999999993;1747.0099999999998;882.5900000000005;351.10999999999996;433.15999999999997;483.53;0
4620004.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;79.3;21.2;73466.2;17356.6;17076.8;3947.2;14715.2;3502.4;13567.1;3211.4;46.7;0.299;3020.4900000000007;1484.3299999999997;1536.1599999999996;1143.5999999999997;188.63;413.8;780.77;210.96;106.35000000000001;176.38000000000002;0
4620122.00;4.7;1.5;95.1;33.5;0.7;0.0;86.0;1.6;74.5;18.6;58338.5;14281.9;14534.4;3540.8;11529.1;2850.7;10138.2;2497.2;32.3;0.377;7511.509999999997;3817.0999999999995;3694.4100000000003;2560.85;378.81;2369.96;727.68;264.18;641.67;568.36;0
4620356.00;1.1;0.0;16.7;0.0;0.0;0.0;0.0;0.0;78.8;16.1;52592.2;7775.2;12270.4;1600.5;10645.4;1600.7;9634.2;1521.4;41.7;0.056;1543.2099999999996;834.6800000000001;708.53;567.3100000000001;62.4;360.72999999999996;312.77;0;141.0;98.99999999999999;0
4620086.00;6.1;1.8;100.5;27.8;0.0;0.0;0.0;0.0;90.0;20.6;36525.7;8296.1;8034.0;1833.6;7262.2;1648.2;7076.5;1604.8;41.0;0.294;4179.630000000001;1777.950000000001;2401.6799999999985;1583.2700000000002;229.91;963.4399999999999;840.1700000000001;160.68;175.42;213.69000000000003;13.05
4620351.00;11.3;3.1;146.7;23.4;0.0;0.0;0.0;0.0;94.8;21.5;76802.2;20899.6;19196.7;5547.4;15490.3;4220.0;13135.1;3321.9;49.0;0.315;4465.539999999999;1890.2100000000005;2575.3299999999995;1461.2899999999997;276.78999999999996;1005.8599999999999;1546.7100000000005;43.980000000000004;22.5;108.41;0
4620012.02;3.1;1.3;53.7;23.6;0.0;0.0;0.0;0.0;94.1;28.3;42726.8;10878.0;10694.3;2818.9;8418.5;2141.5;7600.0;1863.4;40.4;0.332;4086.76;1807.1199999999997;2279.6399999999994;1551.8;196.86;766.0199999999999;915.4;199.74999999999997;282.05;174.87999999999997;0
4620285.00;0.0;0.0;0.0;0.0;0.6;0.1;57.4;11.5;89.4;22.0;51315.0;12703.5;13040.2;3208.9;10298.3;2545.8;8824.8;2198.2;40.9;0.191;4755.569999999999;2386.3999999999996;2369.1700000000005;1332.7;237.24;1411.8799999999992;1090.7200000000005;85.82;225.09000000000003;372.12;0
4620087.00;5.1;1.2;83.2;18.1;0.0;0.0;0.0;0.0;83.5;20.5;37833.1;8520.6;8232.5;1927.7;7545.8;1639.3;7351.6;1651.2;33.7;0.296;4004.409999999999;1818.9;2185.51;1436.6999999999996;176.51999999999998;1032.51;505.11999999999995;167.29;173.48;512.79;0
4620039.00;12.9;4.1;200.4;67.9;0.0;0.0;0.0;0.0;78.1;23.4;44850.7;14191.4;9899.9;3089.4;9034.9;2879.9;8533.2;2711.1;48.2;0.458;1343.0900000000001;736.73;606.3599999999999;416.39;108.24;297.01;396.58;25.18;21.7;77.99000000000001;0
4620011.00;0.7;0.0;10.8;0.7;0.0;0.0;0.0;0.0;73.7;18.3;39705.6;9121.8;9914.0;2283.8;7805.1;1791.3;7077.3;1624.9;39.1;0.226;4988.620000000001;2539.7799999999993;2448.84;2234.0899999999992;212.44000000000005;1145.8199999999995;866.0200000000002;87.19;251.75;191.31;0
4620222.00;3.9;0.5;58.9;7.5;0.9;0.0;22.9;0.0;81.9;20.3;51877.0;14920.6;12810.1;3855.2;10163.3;2920.1;9345.9;2615.0;36.3;0.373;2998.93;1479.7799999999997;1519.1499999999999;697.0099999999998;80.50999999999999;818.9199999999997;584.1700000000001;150.87;217.81;449.64;0
4620364.00;18.9;4.4;318.3;83.0;0.0;0.0;0.0;0.0;80.0;26.5;59459.5;17369.9;15961.3;4704.7;11833.9;3340.9;10427.6;3069.1;27.8;0.204;3596.219999999999;1730.0499999999995;1866.17;1170.1299999999999;185.3;1177.6700000000003;219.98000000000002;114.00999999999999;487.3199999999999;241.81000000000003;0
4620147.00;43.7;11.3;803.0;195.0;0.0;0.0;0.0;0.0;135.7;35.1;74634.1;18481.8;19213.6;4519.5;14619.2;3652.5;13210.5;3328.8;39.9;0.156;2367.99;1145.2;1222.7899999999997;1262.1499999999999;312.59;384.98999999999995;259.41;25.19;76.78999999999999;46.870000000000005;0
4620180.00;20.3;4.7;363.7;95.7;0.0;0.0;0.0;0.0;106.8;20.0;58935.4;9598.5;14829.8;2319.6;11420.6;1855.2;10430.4;1772.4;36.1;0.336;2989.4000000000005;1549.7199999999998;1439.6799999999996;1396.47;87.61;731.86;338.88;62.760000000000005;96.66000000000001;275.15999999999997;0
4620211.00;27.5;6.9;464.6;118.2;0.0;0.0;0.0;0.0;111.0;29.8;64131.0;16806.1;17117.4;4743.5;12965.5;3396.9;11172.0;2865.6;35.0;0.22;2510.4800000000005;1311.41;1199.0699999999997;1246.0200000000002;163.38;616.68;266.26000000000005;0;120.13999999999999;98.0;0
4620254.00;2.6;0.2;42.4;3.4;0.0;0.0;0.0;0.0;107.1;32.9;83534.1;26484.6;21283.1;6631.4;16693.4;5289.4;14162.6;4511.7;34.8;0.339;3657.6600000000003;1843.2299999999996;1814.43;1154.97;288.7;1003.6400000000001;395.76;143.45;230.88;440.2600000000001;0
4620288.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.5;6.4;8439.8;3356.9;2454.3;988.9;1627.8;647.1;1365.8;534.5;59.4;0.298;1052.98;250.97;802.01;259.98;52.62;159.8;580.5799999999999;0;0;0;0
4620096.00;7.5;2.5;93.7;24.1;0.7;0.0;58.7;1.1;94.7;25.2;77846.3;22268.9;19821.4;5744.4;15825.5;4558.0;13152.9;3684.4;33.0;0.255;2523.5900000000006;1268.7999999999997;1254.79;1151.83;163.82;710.84;148.69;72.74;108.57000000000001;167.1;0
4620355.00;8.1;1.9;100.0;14.1;0.0;0.0;0.0;0.0;77.0;15.8;74727.3;16133.8;18908.5;4304.2;15053.2;3225.8;12529.1;2699.7;39.6;0.09;875.2699999999999;422.90999999999997;452.36000000000007;325.88000000000005;54.02;196.16000000000003;141.66;0;47.0;110.55;0
4620163.00;30.7;10.3;561.3;192.9;0.0;0.0;0.0;0.0;106.9;36.9;81674.1;32954.2;21113.2;8460.4;16714.6;6713.9;14359.7;5804.1;35.5;0.198;3281.359999999999;1865.3600000000006;1415.9999999999998;1613.5799999999997;286.71000000000004;641.84;257.61;178.17;107.17999999999999;196.27;0
4620284.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52.9;16.3;29108.0;10007.6;7859.9;2724.0;5647.8;1909.6;4880.3;1665.2;44.7;0.242;3576.0700000000015;1717.99;1858.0800000000002;1344.4199999999998;114.01;550.5900000000001;886.3800000000003;159.59;146.14999999999998;374.93;0
4620103.00;8.2;3.0;99.1;32.9;0.0;0.0;0.0;0.0;98.5;20.7;76479.7;18852.8;19367.5;4959.5;15530.8;3820.1;13129.0;3217.9;40.4;0.186;3334.3899999999994;1464.0499999999997;1870.3399999999997;1294.01;260.19;979.53;554.17;38.56;58.86;149.07;0
4620006.00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.2;13.4;32930.2;6765.0;7642.2;1570.7;6407.5;1308.4;6277.5;1302.1;38.1;0.261;4073.749999999999;1973.17;2100.580000000001;1394.1599999999999;247.41;1043.12;690.5199999999999;111.85999999999999;218.96;367.71999999999997;0
4620195.02;0.6;0.0;20.9;1.1;0.0;0.0;0.0;0.0;76.1;19.3;55018.3;14065.3;14384.7;3841.1;11141.5;2855.5;9572.4;2402.7;43.6;0.241;6092.279999999995;2884.579999999999;3207.7000000000007;2323.04;410.66;1167.0400000000004;1563.9299999999996;153.63;252.1;221.88;0
4620363.00;21.2;4.4;378.0;82.9;0.0;0.0;0.0;0.0;83.9;20.2;65102.2;16191.0;17367.4;4404.6;13013.7;3129.2;11361.3;2812.0;39.8;0.25;4242.63;1840.5800000000004;2402.0499999999984;1230.3799999999999;190.32;1196.9199999999994;1013.9699999999997;20.12;286.35;304.57;0
4620240.00;11.0;2.6;148.3;28.5;0.0;0.0;0.0;0.0;113.2;36.7;49453.8;18334.8;12370.3;4737.1;9537.6;3515.7;8743.1;3125.3;40.4;0.374;3289.45;1344.3899999999996;1945.06;1154.86;186.54;668.9200000000001;687.9399999999996;99.94999999999999;208.21;283.03;0
4620360.00;10.3;2.5;190.8;47.7;0.0;0.0;0.0;0.0;52.2;12.3;45657.2;13904.9;11762.6;3603.1;9099.5;2754.0;8117.5;2464.5;42.1;0.019;621.1699999999998;321.15999999999997;300.01000000000005;303.64;35.37;127.89;70.33;0;30.589999999999996;53.349999999999994;0
4620073.00;9.5;3.2;166.4;60.1;0.0;0.0;0.0;0.0;75.7;29.5;45343.2;18385.3;9381.5;3714.2;9590.5;3908.1;8769.7;3576.8;43.1;0.279;1001.0099999999999;446.56;554.45;432.30000000000007;56.78;173.13;177.21;99.34;26.93;35.32;0
4620024.00;10.1;2.9;172.1;62.3;0.0;0.0;0.0;0.0;85.3;26.5;44586.9;10758.0;10056.9;2390.3;8936.4;2173.3;8210.6;2040.1;38.8;0.347;2493.750000000001;1358.6799999999998;1135.0699999999997;1238.6599999999999;131.57;412.94;360.99;128.13;127.89;93.57;0
4620260.00;0.0;0.0;0.0;0.0;0.8;0.0;13.2;0.0;58.5;11.9;42686.5;10001.7;12885.0;3005.0;7745.5;1816.2;6536.5;1518.1;33.6;0.254;2604.54;1314.3500000000004;1290.1900000000003;820.9;152.77;735.28;308.17999999999995;122.74;134.88;329.79;0
4620089.00;3.7;0.8;58.9;14.1;0.0;0.0;0.0;0.0;79.1;23.8;35159.4;9593.5;8102.9;2172.9;7040.7;1924.0;6671.9;1832.2;42.2;0.274;6563.929999999997;3552.4699999999993;3011.46;2532.3199999999997;236.73999999999998;1410.9500000000003;1471.5800000000004;331.29999999999995;173.35000000000002;407.69000000000005;0
4620105.00;6.9;1.7;96.5;23.8;0.0;0.0;0.0;0.0;117.2;33.7;76447.8;20267.2;19231.2;4883.8;15456.5;4128.4;13129.6;3483.9;41.1;0.263;2963.770000000001;1304.1300000000003;1659.6399999999999;1469.9499999999998;165.56;613.2399999999999;400.47;26.11;81.02000000000001;207.42000000000002;0
4620279.00;2.7;0.8;38.0;13.2;0.2;0.0;1.9;0.0;85.9;26.6;66490.0;24770.1;18791.5;6961.4;12789.6;4833.8;11052.3;4112.6;40.9;0.261;5290.489999999998;2533.0399999999995;2757.45;1958.4299999999996;80.44;1459.5999999999997;1282.3100000000004;179.95;230.41;99.35;0
4620115.01;3.3;0.0;51.7;0.0;0.0;0.0;0.0;0.0;95.4;19.0;67639.3;14691.2;16201.6;3520.3;13668.9;3002.0;12196.3;2683.4;41.1;0.234;1974.320000000001;938.7500000000003;1035.57;579.7900000000001;173.43;582.42;387.46999999999997;58.31;61.18000000000001;131.72;0
4620247.00;27.4;6.4;426.1;87.7;0.0;0.0;0.0;0.0;126.3;34.6;62817.7;14293.2;14871.4;3024.9;12938.9;2935.2;11581.9;2768.3;35.6;0.156;2670.969999999999;1362.9100000000003;1308.0599999999997;1458.3800000000003;170.54999999999998;572.4000000000001;188.45;73.06;127.94000000000001;80.19;0
